Run,Time (ms)
1,93.9333438873291
2,95.73078155517578
3,97.49937057495117
4,93.3232307434082
5,93.1241512298584
6,97.06425666809082
7,99.92527961730957
8,93.24240684509277
9,94.99144554138184
10,100.02803802490234
11,97.46575355529785
12,94.02871131896973
13,97.47552871704102
14,99.78795051574707
15,94.51103210449219
16,96.63605690002441
17,97.85771369934082
18,98.60706329345703
19,94.75231170654297
20,98.92559051513672
21,102.28443145751953
22,98.72913360595703
23,97.43261337280273
24,101.8059253692627
25,102.88286209106445
26,96.61221504211426
27,99.6553897857666
28,98.12259674072266
29,92.53740310668945
30,98.80709648132324
31,102.00619697570801
32,97.08952903747559
33,98.74391555786133
34,96.8327522277832
35,94.07663345336914
36,95.97659111022949
37,96.80390357971191
38,98.42038154602051
39,92.88525581359863
40,105.47375679016113
41,91.47477149963379
42,102.89478302001953
43,100.29888153076172
44,96.92859649658203
45,95.54457664489746
46,95.27897834777832
47,103.5153865814209
48,92.33617782592773
49,94.4216251373291
50,94.41471099853516
51,92.9863452911377
52,108.51430892944336
53,99.08747673034668
54,96.9548225402832
55,93.26410293579102
56,97.44095802307129
57,94.33674812316895
58,99.151611328125
59,109.36284065246582
60,96.52113914489746
61,102.23150253295898
62,105.17454147338867
63,103.40499877929688
64,96.65203094482422
65,109.31921005249023
66,109.05003547668457
67,106.3241958618164
68,107.86724090576172
69,107.67245292663574
70,115.28635025024414
71,110.86511611938477
72,104.36844825744629
73,101.59039497375488
74,103.72185707092285
75,105.37457466125488
76,105.51810264587402
77,110.60786247253418
78,108.55841636657715
79,108.52432250976562
80,97.48578071594238
81,97.26738929748535
82,92.1487808227539
83,101.04107856750488
84,100.16083717346191
85,98.30379486083984
86,96.60887718200684
87,97.90325164794922
88,104.04658317565918
89,100.86798667907715
90,96.21286392211914
91,98.03605079650879
92,97.83053398132324
93,97.38969802856445
94,99.20930862426758
95,89.28537368774414
96,100.0058650970459
97,99.25603866577148
98,95.69644927978516
99,99.32541847229004
100,97.08833694458008
101,95.7639217376709
102,93.93739700317383
103,101.27019882202148
104,96.7559814453125
105,98.37174415588379
106,101.52912139892578
107,113.31701278686523
108,98.71912002563477
109,99.79605674743652
110,97.94783592224121
111,100.9836196899414
112,98.88458251953125
113,98.7706184387207
114,96.83752059936523
115,99.3797779083252
116,100.1424789428711
117,95.90768814086914
118,103.51014137268066
119,97.12553024291992
120,110.58998107910156
121,107.76853561401367
122,107.26261138916016
123,106.84537887573242
124,102.24199295043945
125,107.58447647094727
126,110.40902137756348
127,105.3011417388916
128,97.84770011901855
129,104.74395751953125
130,93.37592124938965
131,96.50063514709473
132,102.09083557128906
133,105.0572395324707
134,93.66202354431152
135,101.76277160644531
136,98.0536937713623
137,98.84142875671387
138,99.47490692138672
139,97.94926643371582
140,97.07903861999512
141,96.73380851745605
142,98.36530685424805
143,103.23309898376465
144,98.77538681030273
145,96.66967391967773
146,95.34382820129395
147,101.65143013000488
148,99.48539733886719
149,97.31674194335938
150,106.48703575134277
151,96.58527374267578
152,95.3524112701416
153,94.39659118652344
154,98.87003898620605
155,95.22700309753418
156,93.58787536621094
157,97.0768928527832
158,93.97506713867188
159,95.0474739074707
160,96.33708000183105
161,92.54598617553711
162,99.4112491607666
163,98.1302261352539
164,103.65867614746094
165,95.14284133911133
166,95.89624404907227
167,93.16396713256836
168,97.74279594421387
169,98.14620018005371
170,96.35782241821289
171,100.66461563110352
172,110.05854606628418
173,98.1898307800293
174,97.40877151489258
175,88.69600296020508
176,104.60424423217773
177,92.94676780700684
178,93.68109703063965
179,105.00073432922363
180,92.62967109680176
181,99.72977638244629
182,96.37689590454102
183,95.27087211608887
184,98.79851341247559
185,99.15828704833984
186,97.11742401123047
187,93.93811225891113
188,99.2889404296875
189,99.07174110412598
190,94.14839744567871
191,101.92108154296875
192,96.57740592956543
193,95.21770477294922
194,104.9959659576416
195,94.88868713378906
196,92.38123893737793
197,95.66521644592285
198,97.3057746887207
199,97.92757034301758
200,97.28097915649414
201,94.43426132202148
202,96.05121612548828
203,99.57337379455566
204,97.06711769104004
205,93.77694129943848
206,95.59488296508789
207,101.9737720489502
208,98.91653060913086
209,98.2964038848877
210,97.27978706359863
211,99.42936897277832
212,97.2890853881836
213,91.63761138916016
214,102.53691673278809
215,102.19573974609375
216,93.42813491821289
217,97.78571128845215
218,98.81210327148438
219,101.28593444824219
220,97.65267372131348
221,98.42371940612793
222,103.02424430847168
223,100.53515434265137
224,96.75431251525879
225,97.43523597717285
226,95.86763381958008
227,97.96690940856934
228,100.14033317565918
229,97.41592407226562
230,95.70813179016113
231,100.82864761352539
232,100.58331489562988
233,96.30656242370605
234,97.46503829956055
235,100.77977180480957
236,94.80786323547363
237,94.83122825622559
238,96.26340866088867
239,96.51708602905273
240,93.02783012390137
241,98.38414192199707
242,102.34594345092773
243,105.64756393432617
244,103.68013381958008
245,101.09066963195801
246,97.54276275634766
247,98.40011596679688
248,100.2202033996582
249,95.25656700134277
250,97.93782234191895
251,95.47758102416992
252,97.95594215393066
253,96.15898132324219
254,97.00226783752441
255,101.27472877502441
256,94.09093856811523
257,100.85320472717285
258,93.83344650268555
